species_id,aou,english_common_name,sporder,family,genus,species,mass,sd,sex,subspecies,location,name_mismatch,name_notes,not_in_dunning,close_genus,close_species,close_subspecies,close_species_notes
1400,6450,Nashville Warbler,Passeriformes,Parulidae,Oreothlypis,ruficapilla,7.9,0.4,f,NA,"Pennsylvania, USA",1,Vermivora ruficapilla,NA,NA,NA,NA,NA
1400,6450,Nashville Warbler,Passeriformes,Parulidae,Oreothlypis,ruficapilla,8.3,0.5,m,NA,"Pennsylvania, USA",1,Vermivora ruficapilla,NA,NA,NA,NA,NA
1401,6440,Virginia's Warbler,Passeriformes,Parulidae,Oreothlypis,virginiae,8.2,NA,NA,NA,"Arizona, USA",1,Vermivora virginiae,NA,NA,NA,NA,NA
1402,6780,Connecticut Warbler,Passeriformes,Parulidae,Oporornis,agilis,13.3,NA,NA,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1404,6800,MacGillivray's Warbler,Passeriformes,Parulidae,Geothlypis,tolmiei,10.4,1.2,NA,NA,"Arizona, USA",1,Oporornis tolmiei,NA,NA,NA,NA,NA
1405,6790,Mourning Warbler,Passeriformes,Parulidae,Geothlypis,philadelphia,11.5,0.7,f,NA,"Pennsylvania, USA",1,Oporornis philadelphia,NA,NA,NA,NA,NA
1405,6790,Mourning Warbler,Passeriformes,Parulidae,Geothlypis,philadelphia,12,0.7,m,NA,"Pennsylvania, USA",1,Oporornis philadelphia,NA,NA,NA,NA,NA
1406,6770,Kentucky Warbler,Passeriformes,Parulidae,Geothlypis,formosa,14,NA,NA,NA,"Pennsylvania, USA",1,Oporornis formosus,NA,NA,NA,NA,NA
1410,6810,Common Yellowthroat,Passeriformes,Parulidae,Geothlypis,trichas,9.2,0.6,f,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1410,6810,Common Yellowthroat,Passeriformes,Parulidae,Geothlypis,trichas,9.2,NA,m,scirpicola,"California, USA",NA,NA,NA,NA,NA,NA,NA
1410,6810,Common Yellowthroat,Passeriformes,Parulidae,Geothlypis,trichas,9.7,0.6,m,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1410,6810,Common Yellowthroat,Passeriformes,Parulidae,Geothlypis,trichas,10.1,NA,m,occidentalis,Western USA,NA,NA,NA,NA,NA,NA,NA
1412,6840,Hooded Warbler,Passeriformes,Parulidae,Setophaga,citrina,10.3,0.7,f,NA,"Pennsylvania, USA",1,Wilsonia citrina,NA,NA,NA,NA,NA
1412,6840,Hooded Warbler,Passeriformes,Parulidae,Setophaga,citrina,10.8,0.6,m,NA,"Pennsylvania, USA",1,Wilsonia citrina,NA,NA,NA,NA,NA
1413,6870,American Redstart,Passeriformes,Parulidae,Setophaga,ruticilla,8.1,0.6,f,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1413,6870,American Redstart,Passeriformes,Parulidae,Setophaga,ruticilla,8.4,0.6,m,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1414,6700,Kirtland's Warbler,Passeriformes,Parulidae,Setophaga,kirtlandii,13.6,0.6,m,NA,"Michigan, USA",1,Dendroica kirtlandii,NA,NA,NA,NA,NA
1414,6700,Kirtland's Warbler,Passeriformes,Parulidae,Setophaga,kirtlandii,14.3,1.2,f,NA,"Michigan, USA",1,Dendroica kirtlandii,NA,NA,NA,NA,NA
1415,6500,Cape May Warbler,Passeriformes,Parulidae,Setophaga,tigrina,9.8,0.6,f,NA,"Pennsylvania, USA",1,Dendroica tigrina,NA,NA,NA,NA,NA
1415,6500,Cape May Warbler,Passeriformes,Parulidae,Setophaga,tigrina,10.3,0.6,m,NA,"Pennsylvania, USA",1,Dendroica tigrina,NA,NA,NA,NA,NA
1416,6580,Cerulean Warbler,Passeriformes,Parulidae,Setophaga,cerulea,8.8,0.6,f,NA,"Pennsylvania, USA",1,Dendroica cerulea,NA,NA,NA,NA,NA
1416,6580,Cerulean Warbler,Passeriformes,Parulidae,Setophaga,cerulea,9.3,0.6,m,NA,"Pennsylvania, USA",1,Dendroica cerulea,NA,NA,NA,NA,NA
1417,6480,Northern Parula,Passeriformes,Parulidae,Setophaga,americana,7.3,0.6,f,NA,"Pennsylvania, USA",1,Parula americana,NA,NA,NA,NA,NA
1417,6480,Northern Parula,Passeriformes,Parulidae,Setophaga,americana,7.7,0.4,m,NA,"Pennsylvania, USA",1,Parula americana,NA,NA,NA,NA,NA
1417,6480,Northern Parula,Passeriformes,Parulidae,Setophaga,americana,8.6,NA,NA,NA,"Florida, USA",1,Parula americana,NA,NA,NA,NA,NA
1418,6490,Tropical Parula,Passeriformes,Parulidae,Setophaga,pitiayumi,6.6,NA,f,NA,Panama,1,Parula pitiayumi,NA,NA,NA,NA,NA
1418,6490,Tropical Parula,Passeriformes,Parulidae,Setophaga,pitiayumi,6.7,NA,NA,insularis,"Tres Marias Is., Mexico",1,Parula pitiayumi insularis,NA,NA,NA,NA,NA
1418,6490,Tropical Parula,Passeriformes,Parulidae,Setophaga,pitiayumi,7.2,0.4,m,NA,Panama,1,Parula pitiayumi,NA,NA,NA,NA,NA
1419,6570,Magnolia Warbler,Passeriformes,Parulidae,Setophaga,magnolia,7.9,0.5,f,NA,"Pennsylvania, USA",1,Dendroica magnolia,NA,NA,NA,NA,NA
1419,6570,Magnolia Warbler,Passeriformes,Parulidae,Setophaga,magnolia,8.4,0.5,m,NA,"Pennsylvania, USA",1,Dendroica magnolia,NA,NA,NA,NA,NA
1420,6600,Bay-breasted Warbler,Passeriformes,Parulidae,Setophaga,castanea,11.8,NA,NA,NA,"Pennsylvania, USA",1,Dendroica castanea,NA,NA,NA,NA,NA
1421,6620,Blackburnian Warbler,Passeriformes,Parulidae,Setophaga,fusca,9.5,0.6,f,NA,NA,1,Dendroica fusca,NA,NA,NA,NA,NA
1421,6620,Blackburnian Warbler,Passeriformes,Parulidae,Setophaga,fusca,10,2,m,NA,NA,1,Dendroica fusca,NA,NA,NA,NA,NA
1422,6520,Yellow Warbler,Passeriformes,Parulidae,Setophaga,petechia,9.2,0.5,f,NA,"Pennsylvania, USA",1,Dendroica petechia,NA,NA,NA,NA,NA
1422,6520,Yellow Warbler,Passeriformes,Parulidae,Setophaga,petechia,9.6,0.5,m,NA,"Pennsylvania, USA",1,Dendroica petechia,NA,NA,NA,NA,NA
1422,6520,Yellow Warbler,Passeriformes,Parulidae,Setophaga,petechia,9.6,0.8,NA,NA,Guadeloupe,1,Dendroica petechia,NA,NA,NA,NA,NA
1422,6520,Yellow Warbler,Passeriformes,Parulidae,Setophaga,petechia,10,NA,NA,aestiva,Panama,1,Dendroica petechia aestiva,NA,NA,NA,NA,NA
1422,6520,Yellow Warbler,Passeriformes,Parulidae,Setophaga,petechia,10.9,NA,f,cruciana,Puerto Rico,1,Dendroica petechia cruciana,NA,NA,NA,NA,NA
1422,6520,Yellow Warbler,Passeriformes,Parulidae,Setophaga,petechia,12.4,0.7,m,cruciana,Puerto Rico,1,Dendroica petechia cruciana,NA,NA,NA,NA,NA
1423,6590,Chestnut-sided Warbler,Passeriformes,Parulidae,Setophaga,pensylvanica,9.1,0.5,f,NA,"Pennsylvania, USA",1,Dendroica pensylvanica,NA,NA,NA,NA,NA
1423,6590,Chestnut-sided Warbler,Passeriformes,Parulidae,Setophaga,pensylvanica,9.5,0.6,m,NA,"Pennsylvania, USA",1,Dendroica pensylvanica,NA,NA,NA,NA,NA
1424,6610,Blackpoll Warbler,Passeriformes,Parulidae,Setophaga,striata,11.4,0.6,f,NA,"Pennsylvania, USA",1,Dendroica striata,NA,NA,NA,NA,NA
1424,6610,Blackpoll Warbler,Passeriformes,Parulidae,Setophaga,striata,12.3,0.6,m,NA,"Pennsylvania, USA",1,Dendroica striata,NA,NA,NA,NA,NA
1425,6540,Black-throated Blue Warbler,Passeriformes,Parulidae,Setophaga,caerulescens,9.8,NA,f,NA,"Florida, USA",1,Dendroica caerulescens,NA,NA,NA,NA,NA
1425,6540,Black-throated Blue Warbler,Passeriformes,Parulidae,Setophaga,caerulescens,10.5,NA,m,NA,"Florida, USA",1,Dendroica caerulescens,NA,NA,NA,NA,NA
1426,6720,Palm Warbler,Passeriformes,Parulidae,Setophaga,palmarum,10.3,0.5,NA,NA,"Pennsylvania, USA",1,Dendroica palmarum,NA,NA,NA,NA,NA
1427,6710,Pine Warbler,Passeriformes,Parulidae,Setophaga,pinus,11.2,1.7,NA,NA,"North Carolina, USA",1,Dendroica pinus,NA,NA,NA,NA,NA
1427,6710,Pine Warbler,Passeriformes,Parulidae,Setophaga,pinus,11.9,1.2,NA,NA,"Minnesota, USA",1,Dendroica pinus,NA,NA,NA,NA,NA
1427,6710,Pine Warbler,Passeriformes,Parulidae,Setophaga,pinus,12.3,1.4,NA,NA,"Florida, USA",1,Dendroica pinus,NA,NA,NA,NA,NA
1430,6556,(unid. Myrtle/Audubon's) Yellow-rumped Warbler,Passeriformes,Parulidae,Setophaga,coronata,11.4,0.6,f,NA,"Pennsylvania, USA",1,Dendroica coronata,NA,NA,NA,NA,NA
1430,6556,(unid. Myrtle/Audubon's) Yellow-rumped Warbler,Passeriformes,Parulidae,Setophaga,coronata,11.9,0.9,f,auduboni,"California, USA",1,Dendroica coronata auduboni,NA,NA,NA,NA,NA
1430,6556,(unid. Myrtle/Audubon's) Yellow-rumped Warbler,Passeriformes,Parulidae,Setophaga,coronata,12.2,0.7,m,NA,"Pennsylvania, USA",1,Dendroica coronata,NA,NA,NA,NA,NA
1430,6556,(unid. Myrtle/Audubon's) Yellow-rumped Warbler,Passeriformes,Parulidae,Setophaga,coronata,12.3,0.9,m,auduboni,"California, USA",1,Dendroica coronata auduboni,NA,NA,NA,NA,NA
1431,6630,Yellow-throated Warbler,Passeriformes,Parulidae,Setophaga,dominica,9.5,NA,f,NA,"Pennsylvania, USA",1,Dendroica dominica,NA,NA,NA,NA,NA
1431,6630,Yellow-throated Warbler,Passeriformes,Parulidae,Setophaga,dominica,9.9,NA,m,NA,"Pennsylvania, USA",1,Dendroica dominica,NA,NA,NA,NA,NA
1432,6730,Prairie Warbler,Passeriformes,Parulidae,Setophaga,discolor,7.3,0.9,f,NA,"Florida, USA",1,Dendroica discolor,NA,NA,NA,NA,NA
1432,6730,Prairie Warbler,Passeriformes,Parulidae,Setophaga,discolor,8,0.9,m,NA,"Florida, USA",1,Dendroica discolor,NA,NA,NA,NA,NA
1433,6640,Grace's Warbler,Passeriformes,Parulidae,Setophaga,graciae,8.1,NA,NA,NA,"Nevada, USA",1,Dendroica graciae,NA,NA,NA,NA,NA
1434,6650,Black-throated Gray Warbler,Passeriformes,Parulidae,Setophaga,nigrescens,8.7,0.6,NA,NA,"Oregon & California, USA",1,Dendroica nigrescens,NA,NA,NA,NA,NA
1435,6680,Townsend's Warbler,Passeriformes,Parulidae,Setophaga,townsendi,8.6,0.7,f,NA,"California, USA",1,Dendroica townsendi,NA,NA,NA,NA,NA
1435,6680,Townsend's Warbler,Passeriformes,Parulidae,Setophaga,townsendi,9.1,0.7,m,NA,"California, USA",1,Dendroica townsendi,NA,NA,NA,NA,NA
1436,6690,Hermit Warbler,Passeriformes,Parulidae,Setophaga,occidentalis,10.4,NA,NA,NA,Western USA,1,Dendroica occidentalis,NA,NA,NA,NA,NA
1439,6660,Golden-cheeked Warbler,Passeriformes,Parulidae,Setophaga,chrysoparia,9.9,NA,NA,NA,"Texas, USA",1,Dendroica chrysoparia,NA,NA,NA,NA,NA
1440,6670,Black-throated Green Warbler,Passeriformes,Parulidae,Setophaga,virens,8.5,0.5,f,NA,"Pennsylvania, USA",1,Dendroica virens,NA,NA,NA,NA,NA
1440,6670,Black-throated Green Warbler,Passeriformes,Parulidae,Setophaga,virens,8.9,0.5,m,NA,"Pennsylvania, USA",1,Dendroica virens,NA,NA,NA,NA,NA
1445,6860,Canada Warbler,Passeriformes,Parulidae,Cardellina,canadensis,9.8,0.6,f,NA,"Pennsylvania, USA",1,Wilsonia canadensis,NA,NA,NA,NA,NA
1445,6860,Canada Warbler,Passeriformes,Parulidae,Cardellina,canadensis,10.3,0.5,m,NA,"Pennsylvania, USA",1,Wilsonia canadensis,NA,NA,NA,NA,NA
1446,6850,Wilson's Warbler,Passeriformes,Parulidae,Cardellina,pusilla,6.7,0.3,f,NA,"California, USA",1,Wilsonia pusilla,NA,NA,NA,NA,NA
1446,6850,Wilson's Warbler,Passeriformes,Parulidae,Cardellina,pusilla,7,0.5,m,NA,"California, USA",1,Wilsonia pusilla,NA,NA,NA,NA,NA
1446,6850,Wilson's Warbler,Passeriformes,Parulidae,Cardellina,pusilla,7.2,0.4,NA,NA,"Pennsylvania, USA",1,Wilsonia pusilla,NA,NA,NA,NA,NA
1447,6900,Red-faced Warbler,Passeriformes,Parulidae,Cardellina,rubrifrons,9.8,NA,NA,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
1450,6880,Painted Redstart,Passeriformes,Parulidae,Myioborus,pictus,9.7,NA,m,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
1450,6880,Painted Redstart,Passeriformes,Parulidae,Myioborus,pictus,9.9,NA,f,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
1453,6090,Hepatic Tanager,Passeriformes,Cardinalidae,Piranga,flava,37.7,3.9,NA,NA,Mexico; Belize,NA,NA,NA,NA,NA,NA,NA
1454,6100,Summer Tanager,Passeriformes,Cardinalidae,Piranga,rubra,28.2,3.2,NA,NA,"Louisiana, USA",NA,NA,NA,NA,NA,NA,NA
1454,6100,Summer Tanager,Passeriformes,Cardinalidae,Piranga,rubra,30.1,1.9,NA,NA,"Florida, USA",NA,NA,NA,NA,NA,NA,NA
1455,6080,Scarlet Tanager,Passeriformes,Cardinalidae,Piranga,olivacea,28.2,NA,NA,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1456,6070,Western Tanager,Passeriformes,Cardinalidae,Piranga,ludoviciana,28.1,NA,NA,NA,"California, USA",NA,NA,NA,NA,NA,NA,NA
1464,5930,Northern Cardinal,Passeriformes,Cardinalidae,Cardinalis,cardinalis,41.8,2.6,f,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1464,5930,Northern Cardinal,Passeriformes,Cardinalidae,Cardinalis,cardinalis,43.5,2.9,m,NA,"Pennsylvania, USA",NA,NA,NA,NA,NA,NA,NA
1465,5940,Pyrrhuloxia,Passeriformes,Cardinalidae,Cardinalis,sinuatus,34.6,2.6,f,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
1465,5940,Pyrrhuloxia,Passeriformes,Cardinalidae,Cardinalis,sinuatus,35.8,2.4,m,NA,"Arizona, USA",NA,NA,NA,NA,NA,NA,NA
1468,5950,Rose-breasted Grosbeak,Passeriformes,Cardinalidae,Pheucticus,ludovicianus,42,NA,NA,NA,Bolivia,NA,NA,NA,NA,NA,NA,NA
1469,5960,Black-headed Grosbeak,Passeriformes,Cardinalidae,Pheucticus,melanocephalus,46.1,3.3,m,NA,"New Mexico, USA",NA,NA,NA,NA,NA,NA,NA
1469,5960,Black-headed Grosbeak,Passeriformes,Cardinalidae,Pheucticus,melanocephalus,48.2,4.8,f,NA,"New Mexico, USA",NA,NA,NA,NA,NA,NA,NA
1475,5970,Blue Grosbeak,Passeriformes,Cardinalidae,Passerina,caerulea,27,2,f,NA,NA,NA,NA,NA,NA,NA,NA,NA
1475,5970,Blue Grosbeak,Passeriformes,Cardinalidae,Passerina,caerulea,27.8,2.3,m,NA,NA,NA,NA,NA,NA,NA,NA,NA
1476,5990,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,amoena,15,NA,f,NA,"California, USA",NA,NA,NA,NA,NA,NA,NA
1476,5990,Lazuli Bunting,Passeriformes,Cardinalidae,Passerina,amoena,16,NA,m,NA,"California, USA",NA,NA,NA,NA,NA,NA,NA
1477,5980,Indigo Bunting,Passeriformes,Cardinalidae,Passerina,cyanea,14.4,9.6,f,NA,"Michigan, USA",NA,NA,NA,NA,NA,NA,NA
1477,5980,Indigo Bunting,Passeriformes,Cardinalidae,Passerina,cyanea,15,0.7,m,NA,"Michigan, USA",NA,NA,NA,NA,NA,NA,NA
1481,6000,Varied Bunting,Passeriformes,Cardinalidae,Passerina,versicolor,12.8,1.7,f,NA,NA,NA,NA,NA,NA,NA,NA,NA
1481,6000,Varied Bunting,Passeriformes,Cardinalidae,Passerina,versicolor,13,1.8,m,NA,NA,NA,NA,NA,NA,NA,NA,NA
1482,6010,Painted Bunting,Passeriformes,Cardinalidae,Passerina,ciris,15,NA,f,NA,"Florida, USA",NA,NA,NA,NA,NA,NA,NA
1482,6010,Painted Bunting,Passeriformes,Cardinalidae,Passerina,ciris,16.1,NA,m,NA,"Florida, USA",NA,NA,NA,NA,NA,NA,NA
1483,6040,Dickcissel,Passeriformes,Cardinalidae,Spiza,americana,23.3,1.5,f,NA,Venezuela,NA,NA,NA,NA,NA,NA,NA
1483,6040,Dickcissel,Passeriformes,Cardinalidae,Spiza,americana,25.2,NA,f,NA,NA,NA,NA,NA,NA,NA,NA,NA
1483,6040,Dickcissel,Passeriformes,Cardinalidae,Spiza,americana,28.1,1.8,m,NA,Venezuela,NA,NA,NA,NA,NA,NA,NA
1483,6040,Dickcissel,Passeriformes,Cardinalidae,Spiza,americana,28.5,0.7,m,NA,NA,NA,NA,NA,NA,NA,NA,NA
